,review,sentiment
3130,Received defective headsetREAD MORE,1
3131,Awesome!!READ MORE,5
3132,Nice product.READ MORE,4
3133,Sound quality is horrible and i had order boartz 255F and i got 255R which is absolutely useless sound quality base quality is just horrible I had demanded for replacement or refund 5 time but everytime my request got rejected this is very bad experience from Flipkart but finally they picked the product and initiate the refundREAD MORE,1
3134,Very gdREAD MORE,5
3135,AwesomeREAD MORE,3
3136,Super charging and strong and very nice soundREAD MORE,5
3137,GoodREAD MORE,5
3138,"Good product,sound quality is real,batery backup is poorREAD MORE",5
3139,I've been using this from almost one month now and the battery backup sucksREAD MORE,2
3140,Nice product..worth of moneyREAD MORE,5
3141,"Good,READ MORE",5
3142,Awesome sound quality and battery.READ MORE,5
3143,It vary bad experience with this orderREAD MORE,1
3144,At the starting moment it's was very good.. But sometimes it automatically disconnected by the Bluetooth and automatic connected. This is the biggest problem.. Otherwise sound is very good bass also very good and colour is also goodREAD MORE,1
3145,Poor Battery backup and This is not suitable for gym at all.READ MORE,1
3146,Battery backup not that great.READ MORE,3
3147,Best Bluetooth wireless 👂 phone...go for itREAD MORE,4
3148,It's nice price for worthREAD MORE,5
3149,". I got this product on 1 st June, and after using it for about 15 days from the  left side nothing was audible and suddenly it disconnects from the phone.. And  after that the right side also stopped working...READ MORE",1
3150,GoodREAD MORE,5
3151,Battery backup wrost . Suddenly battery life low ...READ MORE,3
3152,Need to be improve bettery backupREAD MORE,5
3153,This product i personally find good but biggest problem is when i am on cal or when i record voice it dont record my voice loud but it records the other surrounding sounds more.. like air.. and packing is little damagable.. the wire is folded is bad condition that it will damage the product internally.. good for music but not good for cal.. it wont record ur voice clearly..sharp folds in wire.. as per price of the product its not worthy.. this quality can get in 800rs to 1000rs. 1499rs is too...READ MORE,4
3154,Good and worthy productREAD MORE,4
3155,Best 👍 productsREAD MORE,5
3156,I am facing a very bad experience with this boat rockerz 255F. it gets disconnected while listening music or making a call. Even sometimes it gets disconnected while in rest condition. really very bad experience.READ MORE,1
3157,Quality good but not expected.READ MORE,3
3158,SuperREAD MORE,5
3159,Not product goodREAD MORE,1
3160,Other than design the product is worth buying at 1000 which I bought it.READ MORE,4
3161,NiceREAD MORE,3
3162,One side headphone not workingREAD MORE,1
3163,GoodREAD MORE,5
3164,Damaged item recievedREAD MORE,1
3165,GoodREAD MORE,5
3166,Good productREAD MORE,4
3167,GoodREAD MORE,3
3168,Verry good Headphone battery backup mustREAD MORE,5
3169,Nice product.. sound quality  is very good..bass is nice tooREAD MORE,4
3170,I like this productREAD MORE,5
3171,It's okay better than other bluetoothREAD MORE,4
3172,Really I likeREAD MORE,5
3173,Not working productREAD MORE,1
3174,GoodREAD MORE,5
3175,Great music super boat rockerzREAD MORE,5
3176,Very nice productREAD MORE,5
3177,GoodREAD MORE,4
3178,Nice product with lowest price. But body is very thin.READ MORE,4
3179,Bought this on June 16 2020 after battery reaching to 40% it will last only for 30 minsREAD MORE,5
3180,worst product don't bye after using my left side ear bud z nt workingREAD MORE,1
3181,SuperREAD MORE,4
3182,GoodREAD MORE,4
3183,NiceREAD MORE,5
3184,Really very great product but then also I will say that not the best. Bcoz I am a Bass lover and I listen to the songs of Alan Walker for normal people it is more then enough but for me It's only till very nice I Liked it but like me if you are also a bass lover and like songs of Alan Walker then go for Realme Buds WirelessSound quality : 4.5/5.0Bass : 4.0/5.0Battery Backup : 3.9/5.0Looks & Designs : 4.0/5.0Build quality & Durability : 3.5/5.0Packaging : 4.5/5.0READ MORE,5
3185,GudREAD MORE,4
3186,Superb🔥👌👌READ MORE,5
3187,"Good quality ,READ MORE",4
3188,Sound great this price segment.you purchase without tension . Little issu battery is 6 hour means 6hour✌️✌️🤓🤓🤓READ MORE,5
3189,It is not work properly  after one week  and  automatically  disconnectREAD MORE,1
3190,Loved it...❤️❤️❤️❤️❤️READ MORE,5
3191,Not BadREAD MORE,3
3192,NiceREAD MORE,4
3193,Very very niceREAD MORE,5
3194,Nice Product with Good Sound Quality 😘😘😘😘😘READ MORE,4
3195,BetterREAD MORE,4
3196,Good  quality productsREAD MORE,5
3197,"Fantastic product, thanx Flipkart...READ MORE",5
3198,Love itREAD MORE,5
3199,Love this productPrice is little bit of high bt overall product quality is Excellent i really happy and with this earphone and satisfied ❤️😊READ MORE,5
3200,I would prefer wired earphone..i bought this headset in dec 2019 and its 1 side is not working in july 2020..not a worth of money.READ MORE,3
3201,GoodREAD MORE,5
3202,Product is ExcellentREAD MORE,5
3203,Nice productsREAD MORE,4
3204,Good qualityREAD MORE,5
3205,Charging standby is superREAD MORE,5
3206,Not badREAD MORE,3
3207,Premium quality sound. If you want smoothness then I will prefer them.READ MORE,5
3208,very good product very good sound quality is a very good billauality.READ MORE,4
3209,Good productREAD MORE,4
3210,Very niceREAD MORE,4
3211,NiceREAD MORE,5
3212,Nice productREAD MORE,5
3213,Amazing product.. Just loving it🥰READ MORE,4
3214,Nice product but ear buts are low quality and not fit in my ears properlyREAD MORE,4
3215,Very worst battery backupREAD MORE,1
3216,Super productREAD MORE,4
3217,GoodREAD MORE,3
3218,GoodREAD MORE,5
3219,"In a room you are good, bit when you go outside room the connection suffers.READ MORE",4
3220,I purchased this in october 2019. But in june right side bud is not working properly. Now both earbuds aren't working.  It 've 1 year warranty and i need replace or refund moneyREAD MORE,2
3221,Not a good productREAD MORE,1
3222,Everything is ok but battery back up is not up to the markREAD MORE,5
3223,Lasted only for 4 months with 2 hours daily usageREAD MORE,1
3224,Overall a good product. Should be carefull with the charging port. Do not attempt to plug in the charger at night. That's how I wrecked my charging port.READ MORE,3
3225,Good productREAD MORE,5
3226,Not good it damaged about 6 monthREAD MORE,1
3227,Bass 👌👍READ MORE,4
3228,Sound quality is good but sometime it creat difficulty to listen music in both side😶😶vry worst product!READ MORE,1
3229,Very goodREAD MORE,5
3230,Good one......READ MORE,5
3231,Bindass Thanks FlipkartREAD MORE,5
3232,AmazingREAD MORE,5
3233,Super Bluetooth boAtREAD MORE,5
3234,Good one..but bass is average..compare to boat earphones ..READ MORE,4
3235,This product is very bad battery is very poor and after using of 6 month one side of speaker is not working after my complaint in what complaint portal they will not help me .READ MORE,1
3236,Great productREAD MORE,5
3237,Probly not workingREAD MORE,1
3238,"Quality wise it's decent enough... But this headset is more bass centric, vocals would have been better... Battery n connectivity are great... Overall it's worth to be in a price range of 1k to 1.2kREAD MORE",4
3239,my Bluetooth is not working properlyI am writing this review after one week Weast of moneyREAD MORE,2
3240,Battery backup not good but overall fantastic..READ MORE,5
3241,AwesomeREAD MORE,5
3242,GoodREAD MORE,5
3243,GoodREAD MORE,5
3244,Best sound and bassREAD MORE,5
3245,Keep it up FlipkartREAD MORE,4
3246,GoodREAD MORE,5
3247,"A quality product, full money worth productREAD MORE",5
3248,OkREAD MORE,5
3249,OkREAD MORE,4
3250,One of the side will stop working after some timeREAD MORE,1
3251,Nice 👍READ MORE,4
3252,Good ProductREAD MORE,4
3253,"A good pair of wireless earphones. Built is good, sound is also good. Bass overpowers vocals and details in sound, however overall sound quality is decent. Battery is fine, utility is awesome. Got it for 1100/- discounted price.READ MORE",4
3254,Good productREAD MORE,5
3255,"NOt working properly, Boat rockerz has not working. No Issue with brand but asset not working. Need to replace it, Please helpREAD MORE",1
3256,NiceREAD MORE,5
3257,This item is very goodREAD MORE,5
3258,GoodREAD MORE,4
3259,Getting disconnected after 5 minutes continuous usingREAD MORE,1
3260,Not coolREAD MORE,5
3261,"grt product , go for itREAD MORE",5
3262,Worst product. after 10 days it’s showing original quality 1sided sound is comingREAD MORE,1
3263,waooooREAD MORE,5
3264,Made in India rockzz..worthyREAD MORE,4
3265,So delicate product charging jack moved inside due to improper fixing. Don't buyREAD MORE,1
3266,averageREAD MORE,4
3267,I m using last 2 week. Nice Bluetooth sound quality also good but I am facing  problem  in battery . Battery has dry in early. But I like boat Bluetooth.READ MORE,4
3268,Must buyREAD MORE,5
3269,Bass is awesome nd mic too.i am very comfortableREAD MORE,5
3270,Very good productREAD MORE,5
3271,Very good and comfortable product really loveTHANK YOU FLIPKARTREAD MORE,5
3272,NiceREAD MORE,4
3273,Very nice product and the sound is awesome ...you can buy it and it is very useful for office workREAD MORE,4
3274,GD quality and orgnl piceREAD MORE,5
3275,Super Headset!!!READ MORE,5
3276,"Awesome Product, bought at 999/-.READ MORE",5
3277,Bettary up to 16 hourREAD MORE,5
3278,OKREAD MORE,1
3279,Best oneREAD MORE,5
3280,Bhoht sexeyREAD MORE,5
3281,I bought it at very less price of 960 rs and it's the best value of money. I loved the sound and battery backup and the range is also nice. Thank you Flipkart for such a nice and good product delivery.READ MORE,5
3282,Sound is too good ad after 8 months one side I didn't get sound I registered complete later one month I got new one from boat I love the service from boatREAD MORE,4
3283,Very good product 👌READ MORE,5
3284,SuperbREAD MORE,4
3285,"Just after 10th day from the date of delivery, I am facing these issues1) the Battery lasts for about 30 mins2) After charging it for about 1.5hours, it works fine for about 5 mins and after that there will be (bluetooth) connectivity issue. This just had to happen right after the return date timeline is over. Just a waste of money.READ MORE",1
3286,Is a good productREAD MORE,4
3287,Simply superb good quality sound and base voiceREAD MORE,4
3288,Overall its Good but Batary is very poorREAD MORE,3
3289,good and safeREAD MORE,5
3290,It too weak product and sound is too low don't buy this product and don't waste Youer moneyREAD MORE,1
3291,very badREAD MORE,1
3292,Great purchaseREAD MORE,5
3293,Little ear pain is there. otherwise GoodREAD MORE,4
3294,Nice and useful battery life are goodBoat are too goodREAD MORE,4
3295,It's a good product but when I get it the packaging is bad inside...and i don't fegure out what it said when i turn it offREAD MORE,4
3296,NiceREAD MORE,4
3297,Very goodREAD MORE,5
3298,Sound disturbing after 4 daysREAD MORE,4
3299,Bluetooth connection is not very goodREAD MORE,1
3300,I have purchased thru flipkart sounds clarity very poor keep disconectin and very poor quality product....dont buy thisREAD MORE,1
3301,nice product value for money with good Bass and  I loved itREAD MORE,5
3302,Value for money low latency budget wireless earphonesREAD MORE,5
3303,"Battery backup is the only drawback, otherwise great productREAD MORE",5
3304,GoodREAD MORE,3
3305,It's above average but not an excellent product. I got this for 999 rupees in offer time. It's worth 1200READ MORE,4
3306,Product is good but not better than jbl product.READ MORE,3
3307,If you are regular user max u can use 6 months after that slowly problems ariseREAD MORE,2
3308,Very goodREAD MORE,4
3309,Awesome👍👍👍READ MORE,5
3310,Poor mic.READ MORE,1
3311,Good productREAD MORE,4
3312,Good product recommendREAD MORE,5
3313,GOOD PRODUCTREAD MORE,5
3314,"10 days before I purchased....  I m with it.  Good bass comfortable, and good connectivity.  Should purchase from my side. 🌸🌸🌸😊READ MORE",5
3315,AverageREAD MORE,3
3316,My first neckbandI am satisfiedREAD MORE,4
3317,NiceREAD MORE,4
3318,Good sound qualityREAD MORE,3
